Id	Pos	Neg	Sentiment
01390588	0.125	0.375	super
01390683	0	0	titanic
01390778	0	0	volumed
01390900	0	0	voluminous
01391074	0	0	whacking
01391237	0	0	wide-ranging
01391351	0	0.375	small
01392071	0	0	atomic
01392160	0	0	subatomic
01392249	0	0	tiny
01392633	0	0	weeny
01392896	0	0.25	dinky
01393024	0	0	dwarfish
01393141	0.125	0.25	elflike
01393311	0	0.25	gnomish
01393397	0	0.25	half-size
01393483	0	0	minute
01393681	0.125	0	lesser
01393822	0	0	microscopical
01393976	0.125	0.25	micro
01394075	0	0	miniature
01394180	0	0	minuscule
01394316	0	0	olive-sized
01394400	0	0	pocketable
01394558	0	0.625	shrimpy
01394744	0	0.125	slim
01394922	0	0.125	smaller
01395028	0	0	smallish
01395095	0	0	small-scale
01395229	0.125	0.375	undersized
01395330	0.5	0.25	greater
01395488	0.375	0.375	lesser
01395617	0.125	0	lawful
01395821	0.375	0	observant
01396047	0	0.625	unlawful
01396333	0	0.25	outlaw
01396503	0	0.375	wide-open
01396628	0	0.375	wrongful
01396800	0	0	leaded
01396931	0	0	antiknocking
01397125	0	0.75	unleaded
01397251	0.25	0	nonleaded
01397385	0	0	leaky
01397674	0	0.5	draughty
01397786	0	0	drippy
01397892	0	0	seeping
01397998	0	0	porous
01398199	0.25	0	tight
01398528	0	0.75	gas-tight
01398648	0	0	dripless
01398772	0	0	hermetic
01398865	0	0.5	leakproof
01398941	0	0.625	waterproofed
01399096	0.375	0	snug
01399235	0	0.75	watertight
01399328	0.25	0	caulked
01399469	0	0	stopped-up
01399564	0.25	0.125	weather-stripped
01399671	0	0.625	uncaulked
01399748	0	0	leavened
01399949	0	0	unraised
01400098	0	0	leeward
01400237	0	0	lee
01400336	0	0	windward
01400464	0	0	weather
01400562	0	0	legal
01400876	0.375	0	court-ordered
01400961	0	0	judicial
01401105	0	0	juristic
01401224	0	0	licit
01401413	0	0	sanctioned
01401532	0	0.25	statutory
01401734	0	0	sub_judice
01401854	0	0	illegal
01402343	0	0.125	amerciable
01402498	0	0	prohibited
01402580	0	0	smuggled
01402763	0.375	0.25	felonious
01403012	0	0	ill-gotten
01403151	0.375	0.125	misappropriated
01403316	0.125	0.375	extrajudicial
01403469	0	0.75	nonlegal
01403632	0	0.25	hot
01403760	0	0.625	unlawful
01404042	0	0	ineligible
01404195	0.375	0.375	mislabeled
01404370	0	0	punishable
01404482	0	0	under-the-counter
01404582	0	0.25	unratified
01404702	0	0	legible
01404898	0	0	fair
01405047	0.5	0	readable
01405214	0	0	illegible
01405390	0	0	marked-up
01405523	0.375	0	unreadable
01405693	0.125	0	deciphered
01405797	0	0.25	undeciphered
01405904	0	0	biological
01406058	0	0	begotten
01406180	0	0.125	natural
01406263	0	0	adoptive
01406418	0	0	surrogate
01406640	0	0.25	legitimate
01406853	0	0.5	lawfully-begotten
01406961	0	0.625	morganatic
01407267	0.25	0	true
01407465	0	0.5	illegitimate
01407738	0	0.375	adulterine
01407816	0	0.75	baseborn
01407909	0	0.25	spurious
01408135	0	0.625	fatherless
01408240	0	0.625	left-handed
01408421	0	0.625	wrongful
01408593	0.125	0	leptorrhinic
01408738	0	0	catarrhinian
01408929	0	0	platyrrhinic
01409221	0	0	leptosporangiate
01409379	0	0	eusporangiate
01409581	0	0.25	similar
01410036	0.125	0	like-minded
01410118	0	0	look-alike
01410222	0.5	0	suchlike
01410363	0.125	0.625	unlike
01410606	0.25	0	similar
01410905	0	0.625	unalike
01411065	0.25	0	same
01411291	0.125	0.5	unlike
01411451	0.5	0	likely
01411919	0	0.75	liable
01412134	0.375	0	probable
01412286	0.75	0	promising
01412415	0	0	unlikely
01412721	0.625	0.125	implausible
01412912	0.375	0.5	last
01413084	0	0	remote
01413247	0	0.75	probable
01413501	0	0.25	equiprobable
01413576	0.125	0	presumptive
01413763	0.125	0.25	verisimilar
01413871	0	0.625	unlikely
01414137	0.125	0	supposed
01414250	0	0.125	limbed
01414488	0	0	boughed
01414566	0	0	flipper-like
01414663	0.125	0	heavy-limbed
01414740	0.125	0	sharp-limbed
01414817	0	0	limbless
01414938	0	0	boughless
01415021	0	0	limited
01415219	0	0.125	small-scale
01415480	0	0.125	narrow
01415605	0	0.5	unlimited
01415917	0.375	0.25	bottomless
01416081	0	0.125	oceanic
01416255	0.125	0.75	untrammelled
01416508	0	0	lineal
01416809	0	0	matrilinear
01416959	0	0	patrilinear
01417105	0	0	unilateral
01417228	0	0	indirect
01417451	0	0	linear
01417678	0.125	0	bilinear
01417790	0	0.5	nonlinear
01417941	0	0.25	lined
01418104	0	0	silk-lined
01418181	0	0.625	unlined
01418288	0	0	listed
01418350	0	0.75	unlisted
01418486	0	0.5	ex-directory
01418647	0	0.625	over-the-counter
01418789	0	0	literal
01418989	0.25	0	explicit
01419149	0	0	nonliteral
01419462	0	0.5	analogical
01419638	0.375	0.25	extended
01419784	0	0	metaphorical
01419999	0	0	metonymical
01420337	0.125	0.375	poetic
01420488	0	0	synecdochical
01420899	0.375	0.25	tropical
01421077	0.5	0.125	literate
01421249	0	0	belletristic
01421368	0.25	0	literary
01421491	0	0.375	illiterate
01421602	0	0	literate
01421679	0	0.375	illiterate
01421887	0	0	unlettered
01422098	0.25	0.125	functionally_illiterate
01422243	0.125	0.5	preliterate
01422354	0.375	0	semiliterate
01422468	0.125	0.375	semiliterate
01422556	0	0	unrecorded
01422863	0	0	untaped
01422956	0	0	recorded
01423187	0	0	transcribed
01423344	0	0	filmed
01423491	0	0	prerecorded
01423592	0	0	taped
01423676	0.625	0	liveable
01423851	0	0.5	inhabitable
01423998	0.125	0.75	unliveable
01424156	0	0.5	uninhabitable
01424238	0	0.5	liveried
01424353	0.125	0.125	unliveried
01424455	0	0	loaded
01424596	0	0	live
01424706	0.5	0	unexploded
01424868	0	0.625	unloaded
01425056	0	0.625	blank
01425154	0	0.625	dud
01425300	0	0	loamy
01425435	0	0	loamless
01425529	0	0	local
01425708	0	0	localized
01425895	0	0	topical
01426077	0	0	general
01426273	0	0	systemic
01426375	0.25	0	epidemic
01426749	0	0	epiphytotic
01427010	0	0	epizootic
01427188	0	0	pandemic
01427333	0.25	0	plaguey
01427602	0	0	ecdemic
01427757	0.375	0.125	endemical
01428122	0	0.125	enzootic
01428282	0	0.25	gloved
01428389	0	0.25	gauntleted
01428509	0.375	0	gloveless
01428581	0.125	0.25	hatted
01428767	0	0.5	turbaned
01428838	0	0.625	hatless
01428972	0	0	guided
01429138	0	0	radio-controlled
01429260	0	0	target-hunting
01429359	0	0.625	unguided
01429485	0.125	0	legged
01429676	0.25	0	leglike
01429788	0	0	straight-legged
01429870	0	0.125	three-legged
01430009	0	0.625	legless
01430111	0.625	0	logical
01430452	0.25	0	discursive
01430628	0.375	0	formal
01430716	0.625	0	ratiocinative
01430847	0.5	0	unlogical
01431112	0.375	0	absurd
01431369	0	0.5	inconsequential
01431471	0.25	0	visceral
01431638	0	0	extended
01431938	0.125	0	spread
01432070	0	0	outstretched
01432202	0	0	sprawly
01432318	0	0	spread-eagle
01432452	0	0	stretched
01432605	0	0.75	unextended
01432712	0	0	mini
01432894	0	0	midi
01433081	0	0	maxi
01433267	0	0.375	lossy
01433386	0	0.625	lossless
01433493	0	0	long
01434007	0	0	elongated
01434218	0	0	prolonged
01434530	0.625	0	extendible
01434717	0	0	far
01434841	0	0	lank
01434966	0	0	pole-handled
01435060	0.375	0	long-range
01435189	0.5	0	long-snouted
01435290	0	0	long-staple
01435399	0	0	long-wooled
01435507	0	0	oblong
01435675	0	0	sesquipedalian
01435891	0	0	stretch
01436003	0	0	short
01436432	0	0	brief
01436567	0	0	close
01436671	0	0.5	curtal
01436791	0	0	shortened
01436968	0	0	shortish
01437037	0	0.125	short-range
01437165	0.375	0.25	short-snouted
01437268	0	0	snub
01437349	0	0	stubby
01437472	0	0	telescoped
01437752	0	0	truncated
01437963	0	0	long
01438743	0	0	agelong
01438853	0	0	bimestrial
01438963	0	0	continuing
01439072	0	0	daylong
01439155	0	0	protracted
01439496	0	0	long-lived
01439706	0.125	0.25	eight-day
01439784	0.125	0	interminable
01440058	0	0	hourlong
01440159	0	0	womb-to-tomb
01440331	0	0	long-acting
01440422	0.25	0	long-dated
01440574	0	0	longish
01440641	0.25	0	long-life
01440776	0	0	longitudinal
01440889	0	0	long-range
01441000	0	0	semipermanent
01441271	0	0	longstanding
01441418	0	0	monthlong
01441530	0	0	overnight
01441729	0.125	0	perennial
01441866	0.125	0	time-consuming
01441965	0	0	weeklong
01442079	0	0	yearlong
01442186	0	0	short
01442597	0	0	truncated
01442826	0	0	brief
01442974	0	0	clipped
01443097	0.125	0	momentary
01443402	0	0	short_and_sweet
01443581	0.25	0	short-dated
01443733	0	0	short-range
01443842	0	0	short-term
01444022	0	0	long
01444230	0	0	short
01444434	0	0	long
01444620	0	0.625	short
01444813	0	0	lengthwise
01445063	0	0	axial
01445184	0	0	end-to-end
01445320	0	0	fore-and-aft
01445438	0	0	running
01445558	0	0	longitudinal
01445705	0	0	crosswise
01445917	0	0	transverse
01446240	0	0	cross-sectional
01446457	0	0.375	lidded
01446632	0	0.625	lidless
01446749	0	0	loose
01446991	0	0	sloppy
01447178	0	0	flyaway
01447302	0	0	tight
01447683	0.125	0	choky
01447781	0	0	clinched
01447937	0	0	snug
01448058	0	0	skintight
01448178	0.375	0	tightly_fitting
01448362	0	0	viselike
01448456	0	0.375	constricted
01448697	0	0	narrowed
01448861	0	0	pinched
01449007	0	0	stenotic
01449184	0.125	0.5	unconstricted
01449354	0.125	0.25	open
01449564	0	0.75	lost
01449884	0	0	misplaced
01450084	0	0.5	gone
01450178	0	0.5	missing
01450293	0.25	0.75	wasted
01450443	0	0.75	stray
01450607	0	0.75	straying
01450713	0	0	found
01450888	0	0	recovered
01450969	0	0.625	lost
01451225	0	0.375	unsaved
01451402	0.5	0.375	ruined
01451498	0.5	0.125	saved
01451768	0.125	0.5	blessed
01451850	0	0	ransomed
01451937	0.125	0.25	rescued
01452024	0.375	0.375	redeemed
01452138	0.5	0.375	salvageable
01452266	0	0.625	lost
01452385	0	0	forfeited
01452488	0	0.625	won
01452593	0.375	0.125	loud
01453084	0.125	0	big
01453187	0	0.125	blasting
01453381	0.25	0	clarion
01453467	0.125	0	thundery
01453625	0	0	earthshaking
01453719	0	0	harsh-voiced
01453809	0	0.5	loud-mouthed
01453896	0	0	loud-voiced
01453984	0	0	shattering
01454244	0.375	0.125	yelled
01454402	0	0	trumpet-like
01454494	0.125	0.125	vocal
01454636	0	0.125	soft
01454985	0.125	0	softened
01455221	0.625	0.25	euphonious
01455412	0.375	0.25	gentle
01455540	0.125	0	subdued
01455732	0	0	small
01455888	0	0	low-toned
01456038	0	0.5	whispering
01456221	0.125	0.25	susurrous
01456487	0	0	soft-footed
01456572	0.125	0.5	soft-spoken
01456710	0	0	full
01456977	0	0	stentorian
01457079	0	0.5	rumbling
01457234	0.25	0.125	plangent
01457369	0.5	0	rich
01457486	0.375	0.25	round
01457692	0.125	0.125	sonorous
01457871	0	0	sounding
01458054	0.125	0.25	thin
01458200	0	0.75	pale
01458303	0	0	soft
01458490	0	0	pianissimo
01458619	0	0	pianissimo_assai
01458736	0	0	loud
01458941	0	0	fortemente
01459058	0	0	fortissimo
01459158	0	0	hardened
01459295	0	0	soft
01459422	0.625	0	loveable
01459755	0.5	0	lovely
01459949	0.625	0	sweet
01460266	0.375	0	cuddly
01460421	0.333	0.667	hateful
01460679	0	0.25	odious
01460982	0.375	0.625	unlovable
01461138	0.5	0	liked
01461292	0.75	0.25	likeable
01461455	0	0.375	disliked
01461597	0.125	0.375	dislikable
01461680	0	0.875	unlikeable
01461822	0.5	0	loved
01462046	0.5	0	admired
01462124	0.375	0	worshipped
01462324	0.5	0	dear
01462461	0.125	0	white-haired
01462625	0.625	0.25	wanted
01462882	0.375	0.125	preferred
01463137	0	0.125	unloved
01463326	0	0.625	estranged
01463414	0	0.75	unbeloved
01463537	0.25	0.25	scorned
01463642	0	0.625	disinherited
01463735	0	0.5	spurned
01463869	0	0.125	loveless
01463965	0.75	0	loving
01464433	0.5	0.125	fond
01464700	0.625	0	warm
01465061	0.75	0	amorous
01465214	0.625	0.125	romantic
01465468	0	0	attached
01465583	0.25	0	charmed
01465668	0.75	0	taken_with
01465922	0.625	0.125	idolatrous
01466038	0.5	0	loverly
01466136	0.625	0.25	overfond
01466207	0.5	0	tenderhearted
01466305	0.375	0.375	touchy-feely
01466476	0.5	0	uxorious
01466593	0	0.625	unloving
01466775	0	0.25	frigid
01466956	0	0.25	loveless
01467046	0.5	0.25	uncaring
01467184	0.625	0.125	unromantic
01467298	0	0	lowercase
01467534	0	0	small
01467700	0	0	uppercase
01467919	0	0	majuscule
01468097	0.875	0	lucky
01468319	0	0.75	apotropaic
01468420	0.25	0.25	hot
01468552	0.625	0.125	serendipitous
01468682	0.125	0.75	unlucky
01468850	0	0.75	jinxed
01468994	0	0	lyric
01469161	0.25	0.125	dramatic
01469390	0	0	made
01469516	0	0.5	unmade
01469677	0	0	magnetized
01469927	0.5	0	attractable
01470141	0	0.375	antimagnetic
01470298	0	0	magnetic
01470496	0	0	geographical
01470649	0	0	true
01470813	0.625	0	magnetic
01470913	0	0.625	nonmagnetic
01471002	0	0.125	major
01471260	0	0	better
01471368	0	0.25	minor
01471538	0	0	major
01471723	0.375	0.25	minor
01471848	0.125	0.375	major
01471954	0	0.75	underage
01472098	0	0	major
01472225	0	0	minor
01472351	0	0	major
01472509	0	0	minor
01472628	0.625	0	major
01472790	0.125	0	stellar
01473083	0.25	0.625	minor
01473353	0.375	0.125	peanut
01473558	0.333	0.667	secondary
01473680	0.375	0.375	major
01473826	0.333	0.667	minor
01473996	0	0	majuscule
01474196	0.5	0.125	majuscular
01474324	0	0	minuscule
01474513	0.625	0	manageable
01474806	0.625	0	administrable
01474942	0.625	0	governable
01475041	0.5	0	directed
01475160	0.625	0	steerable
01475282	0	0.625	unmanageable
01475526	0.25	0	unruly
01475733	0	0.625	uncheckable
01475831	0.5	0.125	manly
01476046	0.375	0	man-sized
01476154	0	0.75	unmanly
01476325	0.5	0.375	sissyish
01476516	0	0.125	womanish
01476685	0	0	male
01477077	0	0	male
01477251	0.375	0	staminate
01477391	0.375	0.25	priapic
01477564	0	0	priapic
01477711	0.5	0	young-begetting
01477806	0	0	female
01478182	0	0	female
01478353	0.5	0	young-bearing
01478482	0	0	pistillate
01478626	0	0	androgynous
01478907	0.5	0	epicene
01479025	0	0	gynandromorphous
01479181	0	0	hermaphroditic
01479376	0	0	intersexual
01479509	0	0	pseudohermaphroditic
01479715	0	0.625	unisex
01479805	0	0	manned
01479940	0	0.25	unmanned
01480080	0.125	0.25	pilotless
01480186	0	0	marked
01480492	0.375	0	starred
01480603	0	0.375	barred
01480684	0	0.75	scarred
01480916	0	0	well-marked
01481014	0	0.625	masked
01481135	0	0.625	unmarked
01481282	0	0.625	unstarred
01481402	0.25	0	branded
01481513	0	0.75	unbranded
01481612	0	0	married
01481812	0	0	united
01481932	0	0	mated
01482020	0.125	0	ringed
01482140	0	0	wedded
01482228	0	0.75	unmarried
01482551	0.25	0	divorced
01482658	0	0	mateless
01482751	0	0.375	unwedded
01482865	0	0	widowed
01482956	0.25	0	mated
01483076	0.25	0	paired
01483143	0	0	unmated
01483251	0	0	mateless
01483324	0	0.5	masculine
01483562	0.375	0.125	macho
01483677	0	0	virile
01483950	0	0	mannish
01484083	0	0.5	feminine
01484342	0	0	fair
01484451	0	0	female
01484651	0.125	0	maidenly
01484814	0	0	powder-puff
01484987	0	0	womanly
01485254	0	0	matronly
01485401	0	0	womanlike
01485502	0	0.125	unwomanly
01485708	0.25	0.125	tomboyish
01485828	0.125	0.125	mannish
01485971	0.25	0.75	unfeminine
01486084	0	0	masculine
01486197	0	0	feminine
01486327	0	0	neuter
01486489	0.5	0.125	matched
01486704	0.25	0.25	matching
01486854	0	0	twinned
01486960	0.125	0	paired
01487048	0	0	one-to-one
01487201	0	0.625	mismatched
01487352	0	0.75	unsuited
01487496	0	0	unpaired
01487627	0	0	material
01487943	0.375	0	crucial
01488066	0	0.625	immaterial
01488245	0.125	0	mature
01488616	0	0	grownup
01488856	0.125	0	efflorescent
01489006	0.375	0	fruiting
01489085	0.25	0	matured
01489207	0	0	headed
01489325	0	0	nubile
01489454	0	0.25	overblown
01489557	0.375	0	prime
01489722	0.125	0.125	immature
01490061	0	0	adolescent
01490257	0	0	embryonic
01490505	0	0	inchoative
01490603	0	0.125	larval
01490855	0.125	0.125	prepubescent
01491067	0	0.125	prepupal
01491240	0	0.125	pubescent
01491541	0	0	pupal
01491691	0.125	0.125	underdeveloped
01491775	0	0	mature
01491930	0	0	autumnal
01492061	0.5	0	mellowed
01492257	0.375	0	ripe
01492394	0	0.125	immature
01492596	0.25	0.25	puerile
01492907	0	0.25	babyish
01493016	0	0.375	infantile
01493173	0.25	0	ripe
01493423	0.25	0	ripened
01493636	0.625	0.25	mellowed
01493807	0.25	0	overripe
01493897	0	0.625	unripened
01494146	0	0.625	unaged
01494273	0	0	seasonal
01494429	0	0	year-round
01494586	0	0	seasonable
01494740	0	0.625	unseasonable
01494959	0.375	0	seasoned
01495066	0	0	cured
01495181	0	0.625	unseasoned
01495298	0	0.375	uncured
01495381	0	0	full-term
01495535	0	0	premature
01495725	0.5	0.25	maximum
01495912	0.375	0.25	supreme
01496021	0	0	minimum
01496311	0.5	0	marginal
01496462	0	0.125	negligible
01496592	0	0	tokenish
01496816	0.25	0	stripped-down
01496976	0.125	0	meaningful
01497245	0	0	substantive
01497387	0.125	0	significant
01497594	0	0	purposeful
01497736	0.125	0.375	nonmeaningful
01498084	0.5	0	vacuous
01498298	0.25	0	insignificant
01498418	0.25	0.25	mindless
01498594	0.375	0	nonsensical
01498769	0	0	mensurable
01498957	0.125	0.375	unmeasured
01499155	0.25	0.25	abysmal
01499269	0	0.5	measureless
01499457	0	0	meaty
01499602	0	0.375	meatless
01499686	0	0	mechanical
01499999	0	0.125	robotlike
01500247	0	0	mechanic
01500416	0	0.375	mechanistic
01500555	0	0	mechanized
01500672	0	0	windup
01500766	0	0.25	nonmechanical
01500876	0	0.375	nonmechanistic
01500952	0.5	0.125	unmechanized
01501113	0.625	0	musical
01501505	0	0	songlike
01501619	0	0	songful
01501718	0	0	singing
01501821	0.625	0	sweet
01501990	0.625	0	lyrical
01502099	0.125	0.25	unmusical
01502195	0.5	0	tuneful
01502383	0.125	0.625	untuneful
01502507	0	0	membered
01502796	0	0	three-membered
01502925	0	0	four-membered
01503052	0	0	five-membered
01503179	0	0	six-membered
01503375	0	0	seven-membered
01503504	0	0	eight-membered
01503633	0	0	nine-membered
01503760	0	0	ten-membered
01503886	0	0	memberless
01503978	0	0	mined
01504147	0	0	deep-mined
01504282	0	0	well-mined
01504430	0	0	strip-mined
01504531	0	0.25	unmined
01504625	0	0	musical
01504926	0.125	0	chanted
01505041	0.625	0	liquid
01505181	0.75	0	singable
01505318	0.125	0.75	unmusical
01505462	0.125	0	musical
01505619	0	0.125	philharmonic
01505786	0	0.25	unmusical
01505991	0	0	melted
01506258	0	0	dissolved
01506385	0.5	0	fusible
01506526	0	0	molten
01506661	0	0.375	thawed
01506770	0	0.25	unmelted
01506945	0	0.25	frozen
01507008	0	0	undissolved
01507134	0.75	0	merciful
01507402	0.5	0.25	unmerciful
01507808	0	0.25	fierce
01507992	0	0.625	mortal
01508086	0.125	0.875	unpitying
01508320	0	0.5	tigerish
01508444	0.25	0.25	metabolous
01508592	0.125	0.25	ametabolous
01508719	0.125	0.125	mild
01509066	0.25	0.75	soft
01509262	0.625	0.25	mild-mannered
01509367	0.125	0.375	temperate
01509527	0.125	0.25	intense
01510320	0.125	0.25	aggravated
01510444	0.25	0.25	big
01510628	0.25	0.25	blood-and-guts
01510798	0	0.125	unrelenting
01510914	0.25	0.375	cold
01511031	0.375	0.125	concentrated
01511152	0.25	0.25	overwhelming
01511292	0.25	0.25	deep
01511387	0.375	0.125	keen
01511520	0	0.25	uttermost
01511854	0.375	0.375	violent
01512142	0	0.125	intensified
01512275	0.5	0.125	intensive
01512527	0	0.375	main
01512645	0.25	0.25	profound
01512804	0.125	0.625	raging
01512909	0.375	0.375	screaming
01513050	0	0.875	wicked
01513376	0	0.875	smart
01513512	0.125	0.875	strong
01513619	0.25	0.25	terrific
01513776	0.125	0.25	thick
01513951	0.375	0.125	unabated
01514141	0	0	wild
01514374	0	0	intensive
01514598	0	0	extensive
01514827	0	0	involved
01515280	0	0	participating
01515525	0	0	caught_up
01515692	0	0.125	interested
01516014	0	0	entangled
01516207	0	0.125	engaged
01516346	0	0	implicated
01516605	0.125	0	up_to_your_neck
01516832	0.125	0.125	uninvolved
01516961	0	0.75	unconcerned
01517081	0	0	military
01517317	0	0	expeditionary
01517526	0	0	martial
01517632	0	0	combatant
01517755	0	0	noncombatant
01517921	0	0	civilian
01518161	0.125	0	civil
01518295	0	0	noncombatant
01518386	0	0	military
01518577	0	0	militaristic
01518694	0.25	0.125	warriorlike
01518860	0	0	warlike
01518955	0	0.75	unmilitary
01519167	0	0.75	unsoldierly
01519284	0.25	0.375	mitigated
01519465	0	0.75	relieved
01519580	0	0.375	lessened
01519673	0	0	slaked
01519803	0	0.625	unmitigated
01520091	0.625	0	utter
01520655	0.125	0.25	fucking
01520908	0	0.375	bodacious
01521017	0	0.5	unrelieved
01521139	0	0	tempered
01521293	0	0.125	untempered
01521427	0.125	0.25	unmoderated
01521542	0	0	treated
01521776	0	0	curable
01521905	0	0.5	sunbaked
01522038	0	0.625	untempered
01522214	0	0.375	unannealed
01522376	0	0	mobile
01522895	0	0	airborne
01522985	0	0	ambulatory
01523136	0	0	floating
01523249	0.25	0	manoeuvrable
01523450	0	0	motorized
01523567	0.5	0	motile
01523724	0.125	0	transportable
01523968	0	0	perambulating
01524102	0	0	racy
01524215	0.625	0	raiseable
01524344	0.25	0.125	rangy
01524445	0.625	0	rotatable
01524562	0	0	seaborne
01524632	0.625	0	transplantable
01524722	0	0	versatile
01525017	0	0	waterborne
01525116	0	0.75	immobile
01525320	0	0.625	unmovable
01525502	0	0.625	nonmotile
01525659	0	0.5	stiff
01525776	0.25	0	portable
01525984	0.125	0	man-portable
01526062	0	0	movable
01526262	0	0	takeout
01526480	0.125	0.375	unportable
01526582	0.625	0	removable
01526769	0	0.125	dismissible
01526905	0.625	0	extractible
01527075	0	0.5	irremovable
01527245	0	0.625	tenured
01527420	0	0	metallic
01527930	0	0	all-metal
01528039	0	0	aluminiferous
01528126	0	0	antimonial
01528239	0.375	0.125	argentiferous
01528349	0	0	gold-bearing
01528463	0	0	bimetallic
01528644	0	0	bronze
01528730	0	0.125	golden
01528946	0	0	metallike
01529053	0	0	silver
01529167	0.125	0	tinny
01529293	0	0.75	nonmetallic
01529479	0	0	metalloid
01529643	0.25	0	metamorphic
01529897	0.125	0.125	epimorphic
01530076	0	0.25	hemimetamorphous
01530378	0	0	heterometabolous
01530622	0.25	0	holometabolous
01530801	0	0	metamorphous
01531019	0	0	changed
01531180	0	0.125	nonmetamorphic
01531274	0.125	0.25	ametabolic
01531375	0.25	0.625	moderate
01531957	0	0.25	medium
01532149	0.25	0	conservative
01532261	0.125	0.125	reasonable
01532454	0.25	0.25	indifferent
01532586	0.25	0.375	limited
01532653	0.25	0.375	middle-of-the-road
01532760	0	0	minimalist
01532912	0	0.75	small
01533120	0	0.25	immoderate
01533535	0.5	0.125	abnormal
01533659	0.125	0.125	all-fired
01533806	0.125	0	overstated
01533974	0.125	0.5	unreasonable
01534282	0	0.75	usurious
01534648	0.125	0.375	sinful
01534858	0	0.125	extreme
01535082	0.25	0	extreme
01535270	0.125	0.125	ultra
01535481	0.375	0	far
01535583	0.5	0	stark
01535709	0	0.25	modern
01536094	0	0	modern-day
01536276	0	0	neo
01536445	0	0	redbrick
01536641	0.25	0.375	ultramodern
01536745	0	0	moderne
01536911	0	0.125	nonmodern
01537144	0	0	antebellum
01537269	0	0	horse-and-buggy
01537448	0	0.125	medieval
01537628	0	0	old-world
01537759	0.5	0.25	victorian
01537885	0	0.75	modest
01538118	0.625	0.125	overmodest
01538311	0.25	0	decent
01538583	0	0	decent
01538690	0.5	0.5	shamefaced
01538858	0.375	0	immodest
01539022	0.375	0	indecent
01539225	0.5	0.375	modest
01539444	0.25	0.75	unassuming
01539642	0.625	0.125	immodest
01539887	0.125	0	important
01540102	0.25	0.25	uppity
01540365	0	0	modified
01540637	0	0	altered
01540871	0	0	restricted
01541013	0	0.75	unmodified
01541156	0	0.75	unadapted
01541258	0	0.5	unrestricted
01541448	0.625	0	modulated
01541567	0	0	softened
01541632	0.25	0	unmodulated
01541828	0	0	monotonous
01542071	0	0	molar
01542252	0	0	molecular
01542489	0	0	monoclinous
01542629	0	0	hermaphroditic
01542744	0	0	diclinous
01542865	0	0	monoicous
01543088	0	0	autoicous
01543225	0	0	polyoicous
01543361	0	0	synoicous
01543502	0	0	paroicous
01543633	0	0	dioecious
01543772	0	0	monophonic
01543937	0	0	homophonic
01544059	0	0	monodical
01544169	0	0	polyphonic
01544347	0	0	monogamous
01544580	0	0	monandrous
01544688	0	0	monogynous
01544856	0	0	polygamous
01545059	0	0	bigamous
01545203	0	0	polyandrous
01545317	0	0	polygynous
01545427	0	0	monolingual
01545571	0	0	multilingual
01545777	0	0	bilingual
01545904	0	0	polyglot
01546110	0	0	trilingual
01546222	0	0	univalent
01546349	0.375	0	polyvalent
01546593	0	0.75	univalent
01546826	0	0	double
01547007	0	0	multivalent
01547220	0	0.375	monotonic
01547470	0	0	decreasing_monotonic
01547595	0	0	increasing_monotonic
01547721	0	0.375	nonmonotonic
01547831	0.375	0	monovalent
01547961	0.625	0	polyvalent
01548193	0.625	0.125	moral
01548694	0.375	0.125	chaste
01548808	0.875	0	clean-living
01548925	0.75	0.125	moralistic
01549087	0.75	0	righteous
01549185	0.75	0.25	incorrupt
01549291	0.125	0.75	immoral
01549568	0.375	0.625	riotous
01549964	0	0.5	shocking
01550304	0.375	0.375	scrofulous
01550438	0.75	0	licit
01550572	0.333	0.667	illicit
01550779	0.125	0.5	extramarital
01551026	0	0.625	unlawful
01551130	0.75	0	principled
01551377	0.5	0	high-principled
01551461	0.375	0.375	unprincipled
01551633	0	0	many
01552162	0.125	0	galore
01552255	0	0.25	many_another
01552419	0	0.125	numerous
01552634	0	0.125	some
01552802	0	0	umteen
01552885	0	0	few
01553340	0	0	a_few
01553494	0	0	hardly_a
01553629	0	0	much
01553925	0	0.5	overmuch
01554063	0	0	some
01554230	0	0.125	such
01554412	0	0	untold
01554510	0	0.375	slight
01554940	0	0.25	small
01555133	0	0	more_than
01555416	0	0.5	less
01555732	0	0	most
01556061	0	0	least
01556355	0	0	more
01556616	0	0	fewer
01556913	0	0	less
01557120	0	0	most
01557386	0	0	fewest
01557614	0	0	mortal
01557790	0	0.25	earthborn
01557903	0	0.5	immortal
01558086	0	0.25	unfading
01558194	0.125	0.25	undying
01558291	0.625	0	deific
01558385	0	0	motivated
01558641	0	0	actuated
01558749	0.125	0	impelled
01558912	0	0	unmotivated
01559042	0.25	0.25	reasonless
01559270	0	0.625	wanton
01559484	0	0	motorized
01559655	0	0	bimotored
01559728	0	0	trimotored
01559804	0	0	unmotorized
01559903	0	0.5	touched
01560165	0.5	0.5	sick
01560320	0.25	0.25	untouched
01560513	0.625	0	moving
01560821	0.5	0.125	touching
01561079	0.25	0.25	haunting
01561280	0.25	0	heartwarming
01561429	0.375	0.125	stirring
01561564	0.125	0.375	unmoving
01561694	0	0.5	unaffecting
01561771	0	0	moving
01562167	0	0	afoot
01562284	0	0	ahorseback
01562416	0	0	oncoming
01562488	0	0	self-propelling
01562668	0	0	awheel
01562809	0	0	blown
01562992	0	0	flying
